Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ets homolog [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,122,122,19%,1e-27,65.06,559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999698.1?report=genbank&log$=prottop&blast_rank=37&RID=04R6FBDC013"",""NP_999698.1"")"
PREDICTED: protein C-ets-2-like [Amphimedon queenslandica],Amphimedon queenslandica,121,121,19%,1e-27,60.98,451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852335.1?report=genbank&log$=prottop&blast_rank=38&RID=04R6FBDC013"",""XP_019852335.1"")"
ets homolog isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,122,122,19%,1e-27,65.06,556,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832779.1?report=genbank&log$=prottop&blast_rank=39&RID=04R6FBDC013"",""XP_030832779.1"")"
PREDICTED: protein c-ets-1-A-like isoform X4 [Priapulus caudatus],Priapulus caudatus,122,122,19%,1e-27,62.65,542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664893.1?report=genbank&log$=prottop&blast_rank=40&RID=04R6FBDC013"",""XP_014664893.1"")"
ets homolog isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,121,121,19%,1e-27,65.06,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832793.1?report=genbank&log$=prottop&blast_rank=41&RID=04R6FBDC013"",""XP_030832793.1"")"
PREDICTED: protein C-ets-1-like isoform X2 [Octopus bimaculoides],Octopus bimaculoides,120,120,19%,1e-27,64.63,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783313.1?report=genbank&log$=prottop&blast_rank=42&RID=04R6FBDC013"",""XP_014783313.1"")"
PREDICTED: protein c-ets-1-A-like isoform X3 [Priapulus caudatus],Priapulus caudatus,122,122,19%,1e-27,62.65,561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664879.1?report=genbank&log$=prottop&blast_rank=43&RID=04R6FBDC013"",""XP_014664879.1"")"
PREDICTED: protein c-ets-2-B-like isoform X1 [Priapulus caudatus],Priapulus caudatus,122,122,19%,2e-27,62.65,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664865.1?report=genbank&log$=prottop&blast_rank=44&RID=04R6FBDC013"",""XP_014664865.1"")"
PREDICTED: protein c-ets-1-A-like isoform X7 [Priapulus caudatus],Priapulus caudatus,121,121,19%,2e-27,62.65,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664914.1?report=genbank&log$=prottop&blast_rank=45&RID=04R6FBDC013"",""XP_014664914.1"")"
PREDICTED: protein c-ets-1-A-like isoform X5 [Priapulus caudatus],Priapulus caudatus,121,121,19%,2e-27,62.65,497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664900.1?report=genbank&log$=prottop&blast_rank=46&RID=04R6FBDC013"",""XP_014664900.1"")"
PREDICTED: protein c-ets-1-A-like isoform X2 [Priapulus caudatus],Priapulus caudatus,122,122,19%,2e-27,62.65,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664873.1?report=genbank&log$=prottop&blast_rank=47&RID=04R6FBDC013"",""XP_014664873.1"")"
hypothetical protein OCBIM_22038448mg [Octopus bimaculoides],Octopus bimaculoides,120,120,19%,2e-27,64.63,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF73065.1?report=genbank&log$=prottop&blast_rank=48&RID=04R6FBDC013"",""KOF73065.1"")"
PREDICTED: protein C-ets-1-like isoform X6 [Priapulus caudatus],Priapulus caudatus,121,121,19%,2e-27,62.65,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664909.1?report=genbank&log$=prottop&blast_rank=49&RID=04R6FBDC013"",""XP_014664909.1"")"
PREDICTED: protein C-ets-1-like isoform X1 [Octopus bimaculoides],Octopus bimaculoides,120,120,19%,2e-27,64.63,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783312.1?report=genbank&log$=prottop&blast_rank=50&RID=04R6FBDC013"",""XP_014783312.1"")"
transcriptional regulator ERG homolog isoform X2 [Branchiostoma floridae],Branchiostoma floridae,116,116,18%,3e-27,61.73,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035690399.1?report=genbank&log$=prottop&blast_rank=51&RID=04R6FBDC013"",""XP_035690399.1"")"
PREDICTED: transcriptional regulator ERG homolog [Priapulus caudatus],Priapulus caudatus,114,114,22%,4e-27,56.12,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014673650.1?report=genbank&log$=prottop&blast_rank=52&RID=04R6FBDC013"",""XP_014673650.1"")"
ETS translocation variant 4-like isoform X2 [Acropora millepora],Acropora millepora,115,115,19%,4e-27,61.45,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029197042.1?report=genbank&log$=prottop&blast_rank=53&RID=04R6FBDC013"",""XP_029197042.1"")"
v-ets erythroblastosis virus E26 oncogene homolog 1 [Saccoglossus kowalevskii],Saccoglossus kowalevskii,120,120,19%,4e-27,62.65,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001158434.1?report=genbank&log$=prottop&blast_rank=54&RID=04R6FBDC013"",""NP_001158434.1"")"
transcription factor protein [Ciona intestinalis],Ciona intestinalis,121,121,19%,5e-27,59.76,761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071702.1?report=genbank&log$=prottop&blast_rank=55&RID=04R6FBDC013"",""NP_001071702.1"")"
ETS translocation variant 4-like isoform X1 [Acropora millepora],Acropora millepora,114,114,19%,5e-27,61.45,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029197039.2?report=genbank&log$=prottop&blast_rank=56&RID=04R6FBDC013"",""XP_029197039.2"")"
ETS translocation variant 1-like [Asterias rubens],Asterias rubens,120,120,20%,5e-27,60.92,538,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033625018.1?report=genbank&log$=prottop&blast_rank=57&RID=04R6FBDC013"",""XP_033625018.1"")"
PREDICTED: transcriptional regulator ERG homolog [Saccoglossus kowalevskii],Saccoglossus kowalevskii,116,116,18%,6e-27,61.73,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822774.1?report=genbank&log$=prottop&blast_rank=58&RID=04R6FBDC013"",""XP_006822774.1"")"
PREDICTED: DNA-binding protein Ets97D-like [Hydra vulgaris],Hydra vulgaris,119,119,19%,7e-27,65.85,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002170617.2?report=genbank&log$=prottop&blast_rank=59&RID=04R6FBDC013"",""XP_002170617.2"")"
ETS translocation variant 5-like isoform X2 [Acropora millepora],Acropora millepora,118,118,20%,9e-27,60.92,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213860.1?report=genbank&log$=prottop&blast_rank=60&RID=04R6FBDC013"",""XP_029213860.1"")"
ETS transcription factor [Saccoglossus kowalevskii],Saccoglossus kowalevskii,118,118,18%,2e-26,62.96,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001161529.1?report=genbank&log$=prottop&blast_rank=61&RID=04R6FBDC013"",""NP_001161529.1"")"
ETS translocation variant 1-like isoform X1 [Acropora millepora],Acropora millepora,117,117,20%,2e-26,60.92,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213859.1?report=genbank&log$=prottop&blast_rank=62&RID=04R6FBDC013"",""XP_029213859.1"")"
transcriptional regulator Erg-like isoform X5 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,3e-26,61.73,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672843.1?report=genbank&log$=prottop&blast_rank=63&RID=04R6FBDC013"",""XP_011672843.1"")"
ERG [Branchiostoma lanceolatum],Branchiostoma lanceolatum,115,115,18%,3e-26,61.73,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1277013.1?report=genbank&log$=prottop&blast_rank=64&RID=04R6FBDC013"",""CAH1277013.1"")"
transcription factor Erg [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,3e-26,61.73,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999833.1?report=genbank&log$=prottop&blast_rank=65&RID=04R6FBDC013"",""NP_999833.1"")"
transcriptional regulator Erg-like isoform X8 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,3e-26,61.73,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677224.1?report=genbank&log$=prottop&blast_rank=66&RID=04R6FBDC013"",""XP_035677224.1"")"
ERG [Branchiostoma lanceolatum],Branchiostoma lanceolatum,115,115,18%,3e-26,61.73,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1277014.1?report=genbank&log$=prottop&blast_rank=67&RID=04R6FBDC013"",""CAH1277014.1"")"
transcriptional regulator Erg-like isoform X7 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,3e-26,61.73,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677218.1?report=genbank&log$=prottop&blast_rank=68&RID=04R6FBDC013"",""XP_035677218.1"")"
ets-related protein [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,20%,3e-26,59.09,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001158482.1?report=genbank&log$=prottop&blast_rank=69&RID=04R6FBDC013"",""NP_001158482.1"")"
PREDICTED: ets-related protein isoform X1 [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,20%,3e-26,59.77,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006813102.1?report=genbank&log$=prottop&blast_rank=70&RID=04R6FBDC013"",""XP_006813102.1"")"
transcriptional regulator Erg-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,3e-26,61.73,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677187.1?report=genbank&log$=prottop&blast_rank=71&RID=04R6FBDC013"",""XP_035677187.1"")"
transcriptional regulator Erg-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,3e-26,61.73,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677172.1?report=genbank&log$=prottop&blast_rank=72&RID=04R6FBDC013"",""XP_035677172.1"")"
transcriptional regulator Erg-like isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,3e-26,61.73,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834089.1?report=genbank&log$=prottop&blast_rank=73&RID=04R6FBDC013"",""XP_030834089.1"")"
transcriptional regulator Erg-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,3e-26,61.73,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677164.1?report=genbank&log$=prottop&blast_rank=74&RID=04R6FBDC013"",""XP_035677164.1"")"
transcriptional regulator Erg-like isoform X5 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,3e-26,61.73,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677202.1?report=genbank&log$=prottop&blast_rank=75&RID=04R6FBDC013"",""XP_035677202.1"")"
transcriptional regulator Erg-like isoform X6 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,4e-26,61.73,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672836.1?report=genbank&log$=prottop&blast_rank=76&RID=04R6FBDC013"",""XP_011672836.1"")"
transcriptional regulator Erg-like isoform X6 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,4e-26,61.73,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677210.1?report=genbank&log$=prottop&blast_rank=77&RID=04R6FBDC013"",""XP_035677210.1"")"
PREDICTED: transcriptional regulator ERG-like isoform X2 [Hydra vulgaris],Hydra vulgaris,117,117,18%,4e-26,61.73,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002163608.2?report=genbank&log$=prottop&blast_rank=78&RID=04R6FBDC013"",""XP_002163608.2"")"
transcriptional regulator ERG-like [Hydra vulgaris],Hydra vulgaris,117,117,18%,4e-26,61.73,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001296596.1?report=genbank&log$=prottop&blast_rank=79&RID=04R6FBDC013"",""NP_001296596.1"")"
Friend leukemia integration 1 transcription factor-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,114,114,18%,4e-26,61.73,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035690391.1?report=genbank&log$=prottop&blast_rank=80&RID=04R6FBDC013"",""XP_035690391.1"")"
transcriptional regulator Erg-like isoform X4 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,5e-26,61.73,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834091.1?report=genbank&log$=prottop&blast_rank=81&RID=04R6FBDC013"",""XP_030834091.1"")"
transcriptional regulator Erg-like isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,5e-26,61.73,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834088.1?report=genbank&log$=prottop&blast_rank=82&RID=04R6FBDC013"",""XP_030834088.1"")"
uncharacterized protein LOC114971423 isoform X2 [Acropora millepora],Acropora millepora,115,115,19%,5e-26,60.98,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207792.2?report=genbank&log$=prottop&blast_rank=83&RID=04R6FBDC013"",""XP_029207792.2"")"
PREDICTED: ETS translocation variant 5-like [Priapulus caudatus],Priapulus caudatus,111,111,20%,5e-26,57.47,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014680370.1?report=genbank&log$=prottop&blast_rank=84&RID=04R6FBDC013"",""XP_014680370.1"")"
Friend leukemia integration 1 transcription factor-like isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,18%,5e-26,61.73,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834090.1?report=genbank&log$=prottop&blast_rank=85&RID=04R6FBDC013"",""XP_030834090.1"")"
transcriptional regulator Erg-like isoform X3 [Branchiostoma floridae],Branchiostoma floridae,117,117,18%,5e-26,61.73,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677179.1?report=genbank&log$=prottop&blast_rank=86&RID=04R6FBDC013"",""XP_035677179.1"")"
PREDICTED: uncharacterized protein LOC100634813 [Amphimedon queenslandica],Amphimedon queenslandica,118,118,19%,5e-26,63.41,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852328.1?report=genbank&log$=prottop&blast_rank=87&RID=04R6FBDC013"",""XP_019852328.1"")"
PREDICTED: transcriptional regulator Erg-like [Amphimedon queenslandica],Amphimedon queenslandica,118,118,18%,6e-26,60.49,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852323.1?report=genbank&log$=prottop&blast_rank=88&RID=04R6FBDC013"",""XP_019852323.1"")"
PREDICTED: transcriptional regulator Erg-like isoform X1 [Hydra vulgaris],Hydra vulgaris,117,117,18%,7e-26,61.73,503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012563171.1?report=genbank&log$=prottop&blast_rank=89&RID=04R6FBDC013"",""XP_012563171.1"")"
Ets protein [Ciona intestinalis],Ciona intestinalis,115,115,18%,8e-26,61.73,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD58965.1?report=genbank&log$=prottop&blast_rank=90&RID=04R6FBDC013"",""CAD58965.1"")"
uncharacterized protein LOC114971423 isoform X1 [Acropora millepora],Acropora millepora,115,115,19%,9e-26,60.98,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207790.2?report=genbank&log$=prottop&blast_rank=91&RID=04R6FBDC013"",""XP_029207790.2"")"
Ets protein [Ciona intestinalis],Ciona intestinalis,117,117,18%,1e-25,61.73,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001122332.1?report=genbank&log$=prottop&blast_rank=92&RID=04R6FBDC013"",""NP_001122332.1"")"
ets protein isoform X1 [Ciona intestinalis],Ciona intestinalis,117,117,18%,1e-25,61.73,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692018.1?report=genbank&log$=prottop&blast_rank=93&RID=04R6FBDC013"",""XP_026692018.1"")"
ets protein isoform X2 [Ciona intestinalis],Ciona intestinalis,116,116,18%,2e-25,61.73,578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692021.1?report=genbank&log$=prottop&blast_rank=94&RID=04R6FBDC013"",""XP_026692021.1"")"
