Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Elk protein [Ciona intestinalis],Ciona intestinalis,149,149,24%,2e-37,76.92,675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD58966.1?report=genbank&log$=prottop&blast_rank=11&RID=6J789MZ7016"",""CAD58966.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,125,125,23%,7e-30,64.37,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001294301.1?report=genbank&log$=prottop&blast_rank=12&RID=6J789MZ7016"",""NP_001294301.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,125,125,23%,2e-29,64.37,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001023051.1?report=genbank&log$=prottop&blast_rank=13&RID=6J789MZ7016"",""NP_001023051.1"")"
PREDICTED: ets DNA-binding protein pokkuri-like [Priapulus caudatus],Priapulus caudatus,124,124,23%,7e-29,67.05,548,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014671094.1?report=genbank&log$=prottop&blast_rank=14&RID=6J789MZ7016"",""XP_014671094.1"")"
protein c-ets-1-B-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,122,122,21%,1e-28,64.20,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035672603.1?report=genbank&log$=prottop&blast_rank=15&RID=6J789MZ7016"",""XP_035672603.1"")"
ets-related protein [Hydra vulgaris],Hydra vulgaris,114,114,21%,2e-28,61.73,108,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAZ66863.1?report=genbank&log$=prottop&blast_rank=16&RID=6J789MZ7016"",""AAZ66863.1"")"
protein c-ets-1-B-like isoform X3 [Branchiostoma floridae],Branchiostoma floridae,122,122,21%,2e-28,64.20,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035672594.1?report=genbank&log$=prottop&blast_rank=17&RID=6J789MZ7016"",""XP_035672594.1"")"
uncharacterized protein LOC114971423 isoform X2 [Acropora millepora],Acropora millepora,121,121,21%,2e-28,64.20,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207792.2?report=genbank&log$=prottop&blast_rank=18&RID=6J789MZ7016"",""XP_029207792.2"")"
transforming protein p54/c-ets-1-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,123,123,22%,2e-28,63.41,512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035672578.1?report=genbank&log$=prottop&blast_rank=19&RID=6J789MZ7016"",""XP_035672578.1"")"
transforming protein p54/c-ets-1-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,122,122,22%,2e-28,63.41,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035672586.1?report=genbank&log$=prottop&blast_rank=20&RID=6J789MZ7016"",""XP_035672586.1"")"
ETS2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,122,122,22%,2e-28,63.41,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263088.1?report=genbank&log$=prottop&blast_rank=21&RID=6J789MZ7016"",""CAH1263088.1"")"
PREDICTED: Friend leukemia integration 1 transcription factor-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,116,116,21%,3e-28,63.75,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002739734.1?report=genbank&log$=prottop&blast_rank=22&RID=6J789MZ7016"",""XP_002739734.1"")"
transcriptional regulator ERG homolog isoform X2 [Asterias rubens],Asterias rubens,117,117,21%,3e-28,62.50,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641258.1?report=genbank&log$=prottop&blast_rank=23&RID=6J789MZ7016"",""XP_033641258.1"")"
ETS2 [Branchiostoma lanceolatum],Branchiostoma lanceolatum,122,122,22%,3e-28,63.41,546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263089.1?report=genbank&log$=prottop&blast_rank=24&RID=6J789MZ7016"",""CAH1263089.1"")"
uncharacterized protein LOC114971423 isoform X1 [Acropora millepora],Acropora millepora,120,120,21%,4e-28,64.20,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207790.2?report=genbank&log$=prottop&blast_rank=25&RID=6J789MZ7016"",""XP_029207790.2"")"
transcriptional regulator ERG homolog isoform X1 [Asterias rubens],Asterias rubens,117,117,21%,4e-28,62.50,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641257.1?report=genbank&log$=prottop&blast_rank=26&RID=6J789MZ7016"",""XP_033641257.1"")"
protein C-ets-2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,113,113,21%,6e-28,60.49,123,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834104.1?report=genbank&log$=prottop&blast_rank=27&RID=6J789MZ7016"",""XP_030834104.1"")"
ETS transcription factor [Saccoglossus kowalevskii],Saccoglossus kowalevskii,120,120,23%,1e-27,59.55,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001161529.1?report=genbank&log$=prottop&blast_rank=28&RID=6J789MZ7016"",""NP_001161529.1"")"
transcriptional regulator ERG homolog isoform X2 [Branchiostoma floridae],Branchiostoma floridae,116,116,21%,1e-27,62.50,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035690399.1?report=genbank&log$=prottop&blast_rank=29&RID=6J789MZ7016"",""XP_035690399.1"")"
ETS domain-containing transcription factor ets-5 [Caenorhabditis elegans],Caenorhabditis elegans,114,114,21%,2e-27,61.25,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001370489.1?report=genbank&log$=prottop&blast_rank=30&RID=6J789MZ7016"",""NP_001370489.1"")"
PREDICTED: transcriptional regulator ERG homolog [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,21%,2e-27,62.50,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822774.1?report=genbank&log$=prottop&blast_rank=31&RID=6J789MZ7016"",""XP_006822774.1"")"
PREDICTED: transcriptional regulator Erg-like [Amphimedon queenslandica],Amphimedon queenslandica,121,121,21%,2e-27,62.50,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852323.1?report=genbank&log$=prottop&blast_rank=32&RID=6J789MZ7016"",""XP_019852323.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,114,114,21%,4e-27,61.25,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001263956.1?report=genbank&log$=prottop&blast_rank=33&RID=6J789MZ7016"",""NP_001263956.1"")"
ETS translocation variant 5-like isoform X2 [Acropora millepora],Acropora millepora,117,117,23%,4e-27,58.14,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213860.1?report=genbank&log$=prottop&blast_rank=34&RID=6J789MZ7016"",""XP_029213860.1"")"
PREDICTED: transcriptional regulator ERG homolog [Priapulus caudatus],Priapulus caudatus,113,113,21%,4e-27,61.25,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014673650.1?report=genbank&log$=prottop&blast_rank=35&RID=6J789MZ7016"",""XP_014673650.1"")"
transcriptional regulator Erg-like isoform X5 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,21%,5e-27,62.50,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672843.1?report=genbank&log$=prottop&blast_rank=36&RID=6J789MZ7016"",""XP_011672843.1"")"
PREDICTED: uncharacterized protein LOC100634813 [Amphimedon queenslandica],Amphimedon queenslandica,119,119,21%,6e-27,62.96,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852328.1?report=genbank&log$=prottop&blast_rank=37&RID=6J789MZ7016"",""XP_019852328.1"")"
transcription factor Erg [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,21%,6e-27,62.50,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999833.1?report=genbank&log$=prottop&blast_rank=38&RID=6J789MZ7016"",""NP_999833.1"")"
ETS translocation variant 1-like isoform X1 [Acropora millepora],Acropora millepora,118,118,23%,7e-27,58.14,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213859.1?report=genbank&log$=prottop&blast_rank=39&RID=6J789MZ7016"",""XP_029213859.1"")"
transcriptional regulator Erg-like isoform X7 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,8e-27,62.50,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677218.1?report=genbank&log$=prottop&blast_rank=40&RID=6J789MZ7016"",""XP_035677218.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,116,116,20%,8e-27,64.10,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001022326.1?report=genbank&log$=prottop&blast_rank=41&RID=6J789MZ7016"",""NP_001022326.1"")"
transcriptional regulator Erg-like isoform X8 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,8e-27,62.50,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677224.1?report=genbank&log$=prottop&blast_rank=42&RID=6J789MZ7016"",""XP_035677224.1"")"
transcriptional regulator Erg-like isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,21%,9e-27,62.50,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834089.1?report=genbank&log$=prottop&blast_rank=43&RID=6J789MZ7016"",""XP_030834089.1"")"
transcriptional regulator Erg-like isoform X5 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,9e-27,62.50,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677202.1?report=genbank&log$=prottop&blast_rank=44&RID=6J789MZ7016"",""XP_035677202.1"")"
ERG [Branchiostoma lanceolatum],Branchiostoma lanceolatum,116,116,21%,9e-27,62.50,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1277013.1?report=genbank&log$=prottop&blast_rank=45&RID=6J789MZ7016"",""CAH1277013.1"")"
transcriptional regulator Erg-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,9e-27,62.50,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677187.1?report=genbank&log$=prottop&blast_rank=46&RID=6J789MZ7016"",""XP_035677187.1"")"
transcriptional regulator Erg-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,9e-27,62.50,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677164.1?report=genbank&log$=prottop&blast_rank=47&RID=6J789MZ7016"",""XP_035677164.1"")"
ERG [Branchiostoma lanceolatum],Branchiostoma lanceolatum,116,116,21%,9e-27,62.50,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1277014.1?report=genbank&log$=prottop&blast_rank=48&RID=6J789MZ7016"",""CAH1277014.1"")"
transcriptional regulator Erg-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,118,118,21%,1e-26,62.50,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677172.1?report=genbank&log$=prottop&blast_rank=49&RID=6J789MZ7016"",""XP_035677172.1"")"
transcriptional regulator Erg-like isoform X6 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,21%,1e-26,62.50,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672836.1?report=genbank&log$=prottop&blast_rank=50&RID=6J789MZ7016"",""XP_011672836.1"")"
transcriptional regulator Erg-like isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,21%,1e-26,62.50,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834088.1?report=genbank&log$=prottop&blast_rank=51&RID=6J789MZ7016"",""XP_030834088.1"")"
transcriptional regulator Erg-like isoform X6 [Branchiostoma floridae],Branchiostoma floridae,117,117,21%,1e-26,62.50,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677210.1?report=genbank&log$=prottop&blast_rank=52&RID=6J789MZ7016"",""XP_035677210.1"")"
transcriptional regulator Erg-like isoform X4 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,21%,1e-26,62.50,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834091.1?report=genbank&log$=prottop&blast_rank=53&RID=6J789MZ7016"",""XP_030834091.1"")"
Friend leukemia integration 1 transcription factor-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,115,115,21%,1e-26,62.50,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035690391.1?report=genbank&log$=prottop&blast_rank=54&RID=6J789MZ7016"",""XP_035690391.1"")"
Friend leukemia integration 1 transcription factor-like isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,21%,2e-26,62.50,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834090.1?report=genbank&log$=prottop&blast_rank=55&RID=6J789MZ7016"",""XP_030834090.1"")"
PREDICTED: GA-binding protein alpha chain-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,111,111,22%,2e-26,57.65,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006817705.1?report=genbank&log$=prottop&blast_rank=56&RID=6J789MZ7016"",""XP_006817705.1"")"
transcriptional regulator Erg-like isoform X3 [Branchiostoma floridae],Branchiostoma floridae,117,117,21%,2e-26,62.50,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677179.1?report=genbank&log$=prottop&blast_rank=57&RID=6J789MZ7016"",""XP_035677179.1"")"
ETS translocation variant 1 isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,23%,2e-26,58.14,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_785701.4?report=genbank&log$=prottop&blast_rank=58&RID=6J789MZ7016"",""XP_785701.4"")"
ETS translocation variant 1 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,118,118,23%,2e-26,58.14,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030829346.1?report=genbank&log$=prottop&blast_rank=59&RID=6J789MZ7016"",""XP_030829346.1"")"
transcriptional regulator ERG-like [Hydra vulgaris],Hydra vulgaris,117,117,21%,2e-26,61.25,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001296596.1?report=genbank&log$=prottop&blast_rank=60&RID=6J789MZ7016"",""NP_001296596.1"")"
transcriptional regulator ERG-like isoform X3 [Hydra vulgaris],Hydra vulgaris,116,116,21%,2e-26,61.25,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002163608.2?report=genbank&log$=prottop&blast_rank=61&RID=6J789MZ7016"",""XP_002163608.2"")"
PREDICTED: protein c-ets-1-A-like isoform X4 [Priapulus caudatus],Priapulus caudatus,117,117,22%,3e-26,59.76,542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664893.1?report=genbank&log$=prottop&blast_rank=62&RID=6J789MZ7016"",""XP_014664893.1"")"
PREDICTED: protein c-ets-2-B-like isoform X1 [Priapulus caudatus],Priapulus caudatus,117,117,22%,3e-26,59.76,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664865.1?report=genbank&log$=prottop&blast_rank=63&RID=6J789MZ7016"",""XP_014664865.1"")"
PREDICTED: protein c-ets-1-A-like isoform X5 [Priapulus caudatus],Priapulus caudatus,116,116,22%,4e-26,59.76,497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664900.1?report=genbank&log$=prottop&blast_rank=64&RID=6J789MZ7016"",""XP_014664900.1"")"
transcriptional regulator ERG-like isoform X2 [Hydra vulgaris],Hydra vulgaris,116,116,21%,4e-26,61.25,503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012563171.1?report=genbank&log$=prottop&blast_rank=65&RID=6J789MZ7016"",""XP_012563171.1"")"
PREDICTED: protein c-ets-1-A-like isoform X3 [Priapulus caudatus],Priapulus caudatus,117,117,22%,4e-26,59.76,561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664879.1?report=genbank&log$=prottop&blast_rank=66&RID=6J789MZ7016"",""XP_014664879.1"")"
PREDICTED: protein c-ets-1-A-like isoform X2 [Priapulus caudatus],Priapulus caudatus,117,117,22%,4e-26,59.76,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664873.1?report=genbank&log$=prottop&blast_rank=67&RID=6J789MZ7016"",""XP_014664873.1"")"
PREDICTED: protein c-ets-1-A-like isoform X7 [Priapulus caudatus],Priapulus caudatus,116,116,22%,4e-26,59.76,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664914.1?report=genbank&log$=prottop&blast_rank=68&RID=6J789MZ7016"",""XP_014664914.1"")"
PREDICTED: ets-related protein isoform X1 [Saccoglossus kowalevskii],Saccoglossus kowalevskii,116,116,23%,4e-26,58.14,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006813102.1?report=genbank&log$=prottop&blast_rank=69&RID=6J789MZ7016"",""XP_006813102.1"")"
PREDICTED: protein C-ets-1-like isoform X6 [Priapulus caudatus],Priapulus caudatus,116,116,22%,4e-26,59.76,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664909.1?report=genbank&log$=prottop&blast_rank=70&RID=6J789MZ7016"",""XP_014664909.1"")"
transcription factor protein [Ciona intestinalis],Ciona intestinalis,117,117,21%,4e-26,56.79,761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071702.1?report=genbank&log$=prottop&blast_rank=71&RID=6J789MZ7016"",""NP_001071702.1"")"
ets-related protein [Saccoglossus kowalevskii],Saccoglossus kowalevskii,116,116,23%,4e-26,58.14,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001158482.1?report=genbank&log$=prottop&blast_rank=72&RID=6J789MZ7016"",""NP_001158482.1"")"
ets homolog isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,116,116,22%,5e-26,59.76,493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003730474.1?report=genbank&log$=prottop&blast_rank=73&RID=6J789MZ7016"",""XP_003730474.1"")"
Ets protein [Ciona intestinalis],Ciona intestinalis,115,115,21%,6e-26,60.00,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD58965.1?report=genbank&log$=prottop&blast_rank=74&RID=6J789MZ7016"",""CAD58965.1"")"
ets homolog [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,116,116,22%,6e-26,59.76,559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999698.1?report=genbank&log$=prottop&blast_rank=75&RID=6J789MZ7016"",""NP_999698.1"")"
transcriptional regulator ERG-like isoform X1 [Hydra vulgaris],Hydra vulgaris,115,115,21%,7e-26,61.25,516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_047130971.1?report=genbank&log$=prottop&blast_rank=76&RID=6J789MZ7016"",""XP_047130971.1"")"
ets homolog isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,115,115,22%,8e-26,59.76,556,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832779.1?report=genbank&log$=prottop&blast_rank=77&RID=6J789MZ7016"",""XP_030832779.1"")"
Ets protein [Ciona intestinalis],Ciona intestinalis,116,116,21%,9e-26,60.00,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001122332.1?report=genbank&log$=prottop&blast_rank=78&RID=6J789MZ7016"",""NP_001122332.1"")"
ets protein isoform X2 [Ciona intestinalis],Ciona intestinalis,115,115,21%,9e-26,60.00,578,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692021.1?report=genbank&log$=prottop&blast_rank=79&RID=6J789MZ7016"",""XP_026692021.1"")"
ets protein isoform X1 [Ciona intestinalis],Ciona intestinalis,116,116,21%,9e-26,60.00,659,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692018.1?report=genbank&log$=prottop&blast_rank=80&RID=6J789MZ7016"",""XP_026692018.1"")"
DNA-binding protein Ets97D [Hydra vulgaris],Hydra vulgaris,114,114,21%,1e-25,61.73,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002170617.3?report=genbank&log$=prottop&blast_rank=81&RID=6J789MZ7016"",""XP_002170617.3"")"
ets homolog isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,115,115,22%,1e-25,59.76,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832793.1?report=genbank&log$=prottop&blast_rank=82&RID=6J789MZ7016"",""XP_030832793.1"")"
GA repeat binding protein alpha homolog [Ciona intestinalis],Ciona intestinalis,113,113,24%,1e-25,60.44,364,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071725.1?report=genbank&log$=prottop&blast_rank=83&RID=6J789MZ7016"",""NP_001071725.1"")"
ETS translocation variant 4-like isoform X2 [Acropora millepora],Acropora millepora,110,110,22%,1e-25,62.65,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029197042.1?report=genbank&log$=prottop&blast_rank=84&RID=6J789MZ7016"",""XP_029197042.1"")"
protein C-ets-1-like isoform X3 [Asterias rubens],Asterias rubens,115,115,22%,1e-25,58.54,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641196.1?report=genbank&log$=prottop&blast_rank=85&RID=6J789MZ7016"",""XP_033641196.1"")"
PREDICTED: GA-binding protein alpha chain-like [Priapulus caudatus],Priapulus caudatus,114,114,22%,1e-25,62.20,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014673980.1?report=genbank&log$=prottop&blast_rank=86&RID=6J789MZ7016"",""XP_014673980.1"")"
ETS translocation variant 4-like isoform X1 [Acropora millepora],Acropora millepora,109,109,22%,1e-25,62.65,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029197039.2?report=genbank&log$=prottop&blast_rank=87&RID=6J789MZ7016"",""XP_029197039.2"")"
GA repeat binding protein alpha homolog isoform X1 [Ciona intestinalis],Ciona intestinalis,113,113,24%,1e-25,60.44,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026695423.1?report=genbank&log$=prottop&blast_rank=88&RID=6J789MZ7016"",""XP_026695423.1"")"
protein C-ets-1-like isoform X4 [Asterias rubens],Asterias rubens,114,114,22%,2e-25,58.54,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641197.1?report=genbank&log$=prottop&blast_rank=89&RID=6J789MZ7016"",""XP_033641197.1"")"
transcription factor protein [Ciona intestinalis],Ciona intestinalis,115,115,21%,2e-25,61.25,712,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071942.1?report=genbank&log$=prottop&blast_rank=90&RID=6J789MZ7016"",""NP_001071942.1"")"
transcription factor protein isoform X1 [Ciona intestinalis],Ciona intestinalis,115,115,21%,2e-25,61.25,712,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002125238.1?report=genbank&log$=prottop&blast_rank=91&RID=6J789MZ7016"",""XP_002125238.1"")"
transcription factor protein isoform X1 [Ciona intestinalis],Ciona intestinalis,115,115,21%,2e-25,61.25,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026692024.1?report=genbank&log$=prottop&blast_rank=92&RID=6J789MZ7016"",""XP_026692024.1"")"
protein C-ets-1-like isoform X2 [Asterias rubens],Asterias rubens,115,115,22%,2e-25,58.54,554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641195.1?report=genbank&log$=prottop&blast_rank=93&RID=6J789MZ7016"",""XP_033641195.1"")"
PREDICTED: protein C-ets-2-like [Amphimedon queenslandica],Amphimedon queenslandica,114,114,21%,2e-25,60.98,451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852335.1?report=genbank&log$=prottop&blast_rank=94&RID=6J789MZ7016"",""XP_019852335.1"")"
