Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
uncharacterized protein LOC114971423 isoform X2 [Acropora millepora],Acropora millepora,127,127,19%,3e-30,66.25,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207792.2?report=genbank&log$=prottop&blast_rank=20&RID=04R6Y775013"",""XP_029207792.2"")"
uncharacterized protein LOC114971423 isoform X1 [Acropora millepora],Acropora millepora,126,126,19%,6e-30,66.25,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029207790.2?report=genbank&log$=prottop&blast_rank=21&RID=04R6Y775013"",""XP_029207790.2"")"
ETS domain-containing transcription factor ets-5 [Caenorhabditis elegans],Caenorhabditis elegans,121,121,18%,8e-30,65.38,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001370489.1?report=genbank&log$=prottop&blast_rank=22&RID=04R6Y775013"",""NP_001370489.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,122,122,18%,1e-29,65.38,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001263956.1?report=genbank&log$=prottop&blast_rank=23&RID=04R6Y775013"",""NP_001263956.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,125,125,19%,2e-29,69.14,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001294301.1?report=genbank&log$=prottop&blast_rank=24&RID=04R6Y775013"",""NP_001294301.1"")"
PREDICTED: protein C-ets-1-like isoform X3 [Octopus bimaculoides],Octopus bimaculoides,124,124,19%,2e-29,66.25,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783314.1?report=genbank&log$=prottop&blast_rank=25&RID=04R6Y775013"",""XP_014783314.1"")"
PREDICTED: protein c-ets-1-A-like isoform X4 [Priapulus caudatus],Priapulus caudatus,127,127,20%,2e-29,62.50,542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664893.1?report=genbank&log$=prottop&blast_rank=26&RID=04R6Y775013"",""XP_014664893.1"")"
PREDICTED: protein c-ets-1-A-like isoform X3 [Priapulus caudatus],Priapulus caudatus,127,127,20%,3e-29,62.50,561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664879.1?report=genbank&log$=prottop&blast_rank=27&RID=04R6Y775013"",""XP_014664879.1"")"
PREDICTED: protein c-ets-1-A-like isoform X7 [Priapulus caudatus],Priapulus caudatus,126,126,20%,3e-29,62.50,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664914.1?report=genbank&log$=prottop&blast_rank=28&RID=04R6Y775013"",""XP_014664914.1"")"
PREDICTED: protein c-ets-2-B-like isoform X1 [Priapulus caudatus],Priapulus caudatus,127,127,20%,3e-29,62.50,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664865.1?report=genbank&log$=prottop&blast_rank=29&RID=04R6Y775013"",""XP_014664865.1"")"
PREDICTED: protein c-ets-1-A-like isoform X5 [Priapulus caudatus],Priapulus caudatus,126,126,20%,3e-29,62.50,497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664900.1?report=genbank&log$=prottop&blast_rank=30&RID=04R6Y775013"",""XP_014664900.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,125,125,20%,3e-29,66.28,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001023051.1?report=genbank&log$=prottop&blast_rank=31&RID=04R6Y775013"",""NP_001023051.1"")"
PREDICTED: protein C-ets-1-like isoform X6 [Priapulus caudatus],Priapulus caudatus,126,126,20%,3e-29,62.50,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664909.1?report=genbank&log$=prottop&blast_rank=32&RID=04R6Y775013"",""XP_014664909.1"")"
PREDICTED: protein C-ets-1-like isoform X2 [Octopus bimaculoides],Octopus bimaculoides,124,124,19%,3e-29,66.25,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783313.1?report=genbank&log$=prottop&blast_rank=33&RID=04R6Y775013"",""XP_014783313.1"")"
hypothetical protein OCBIM_22038448mg [Octopus bimaculoides],Octopus bimaculoides,124,124,19%,4e-29,66.25,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF73065.1?report=genbank&log$=prottop&blast_rank=34&RID=04R6Y775013"",""KOF73065.1"")"
PREDICTED: protein C-ets-1-like isoform X1 [Octopus bimaculoides],Octopus bimaculoides,124,124,19%,4e-29,66.25,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014783312.1?report=genbank&log$=prottop&blast_rank=35&RID=04R6Y775013"",""XP_014783312.1"")"
PREDICTED: protein c-ets-1-A-like isoform X2 [Priapulus caudatus],Priapulus caudatus,126,126,19%,5e-29,65.00,573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014664873.1?report=genbank&log$=prottop&blast_rank=36&RID=04R6Y775013"",""XP_014664873.1"")"
PREDICTED: DNA-binding protein Ets97D-like [Hydra vulgaris],Hydra vulgaris,124,124,19%,6e-29,66.25,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002170617.2?report=genbank&log$=prottop&blast_rank=37&RID=04R6Y775013"",""XP_002170617.2"")"
protein C-ets-1-like isoform X3 [Asterias rubens],Asterias rubens,125,125,19%,6e-29,65.00,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641196.1?report=genbank&log$=prottop&blast_rank=38&RID=04R6Y775013"",""XP_033641196.1"")"
ets homolog isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,125,125,19%,8e-29,65.00,493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003730474.1?report=genbank&log$=prottop&blast_rank=39&RID=04R6Y775013"",""XP_003730474.1"")"
protein C-ets-1-like isoform X4 [Asterias rubens],Asterias rubens,124,124,19%,1e-28,65.00,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641197.1?report=genbank&log$=prottop&blast_rank=40&RID=04R6Y775013"",""XP_033641197.1"")"
protein C-ets-1-like isoform X1 [Asterias rubens],Asterias rubens,125,125,19%,1e-28,65.00,555,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641194.1?report=genbank&log$=prottop&blast_rank=41&RID=04R6Y775013"",""XP_033641194.1"")"
protein C-ets-1-like isoform X2 [Asterias rubens],Asterias rubens,125,125,19%,1e-28,65.00,554,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641195.1?report=genbank&log$=prottop&blast_rank=42&RID=04R6Y775013"",""XP_033641195.1"")"
transcription factor protein [Ciona intestinalis],Ciona intestinalis,125,125,19%,1e-28,61.25,761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001071702.1?report=genbank&log$=prottop&blast_rank=43&RID=04R6Y775013"",""NP_001071702.1"")"
ets homolog [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,125,125,19%,1e-28,65.00,559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999698.1?report=genbank&log$=prottop&blast_rank=44&RID=04R6Y775013"",""NP_999698.1"")"
hypothetical protein OCBIM_22036286mg [Octopus bimaculoides],Octopus bimaculoides,116,116,18%,1e-28,64.10,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF74414.1?report=genbank&log$=prottop&blast_rank=45&RID=04R6Y775013"",""KOF74414.1"")"
PREDICTED: ets DNA-binding protein pokkuri-like [Priapulus caudatus],Priapulus caudatus,124,124,20%,2e-28,70.24,548,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014671094.1?report=genbank&log$=prottop&blast_rank=46&RID=04R6Y775013"",""XP_014671094.1"")"
PREDICTED: GA-binding protein alpha chain-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,19%,2e-28,62.50,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006817705.1?report=genbank&log$=prottop&blast_rank=47&RID=04R6Y775013"",""XP_006817705.1"")"
ets homolog isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,124,124,19%,2e-28,65.00,556,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832779.1?report=genbank&log$=prottop&blast_rank=48&RID=04R6Y775013"",""XP_030832779.1"")"
ETS translocation variant 1 isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,125,125,20%,2e-28,62.65,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030829346.1?report=genbank&log$=prottop&blast_rank=49&RID=04R6Y775013"",""XP_030829346.1"")"
ETS translocation variant 1 isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,125,125,20%,2e-28,62.65,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_785701.4?report=genbank&log$=prottop&blast_rank=50&RID=04R6Y775013"",""XP_785701.4"")"
PREDICTED: Friend leukemia integration 1 transcription factor-like [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,18%,2e-28,65.38,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002739734.1?report=genbank&log$=prottop&blast_rank=51&RID=04R6Y775013"",""XP_002739734.1"")"
ets homolog isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,123,123,19%,2e-28,65.00,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030832793.1?report=genbank&log$=prottop&blast_rank=52&RID=04R6Y775013"",""XP_030832793.1"")"
transcriptional regulator ERG homolog isoform X2 [Asterias rubens],Asterias rubens,118,118,18%,2e-28,64.10,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641258.1?report=genbank&log$=prottop&blast_rank=53&RID=04R6Y775013"",""XP_033641258.1"")"
PREDICTED: GA-binding protein alpha chain-like [Octopus bimaculoides],Octopus bimaculoides,123,123,19%,2e-28,65.00,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014786759.1?report=genbank&log$=prottop&blast_rank=54&RID=04R6Y775013"",""XP_014786759.1"")"
hypothetical protein OCBIM_22007469mg [Octopus bimaculoides],Octopus bimaculoides,123,123,19%,2e-28,65.00,465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KOF68349.1?report=genbank&log$=prottop&blast_rank=55&RID=04R6Y775013"",""KOF68349.1"")"
PREDICTED: transcriptional regulator Erg-like [Amphimedon queenslandica],Amphimedon queenslandica,124,124,18%,3e-28,64.10,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852323.1?report=genbank&log$=prottop&blast_rank=56&RID=04R6Y775013"",""XP_019852323.1"")"
v-ets erythroblastosis virus E26 oncogene homolog 1 [Saccoglossus kowalevskii],Saccoglossus kowalevskii,123,123,19%,3e-28,65.00,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001158434.1?report=genbank&log$=prottop&blast_rank=57&RID=04R6Y775013"",""NP_001158434.1"")"
transcriptional regulator ERG homolog isoform X1 [Asterias rubens],Asterias rubens,118,118,18%,3e-28,64.10,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033641257.1?report=genbank&log$=prottop&blast_rank=58&RID=04R6Y775013"",""XP_033641257.1"")"
PREDICTED: uncharacterized protein LOC100634813 [Amphimedon queenslandica],Amphimedon queenslandica,124,124,19%,5e-28,65.00,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852328.1?report=genbank&log$=prottop&blast_rank=59&RID=04R6Y775013"",""XP_019852328.1"")"
PREDICTED: GA-binding protein alpha chain-like [Priapulus caudatus],Priapulus caudatus,121,121,19%,7e-28,65.00,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014673980.1?report=genbank&log$=prottop&blast_rank=60&RID=04R6Y775013"",""XP_014673980.1"")"
ETS translocation variant 5-like isoform X2 [Acropora millepora],Acropora millepora,120,120,23%,9e-28,53.85,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213860.1?report=genbank&log$=prottop&blast_rank=61&RID=04R6Y775013"",""XP_029213860.1"")"
PREDICTED: ETS translocation variant 5-like [Priapulus caudatus],Priapulus caudatus,115,115,20%,1e-27,59.04,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014680370.1?report=genbank&log$=prottop&blast_rank=62&RID=04R6Y775013"",""XP_014680370.1"")"
PREDICTED: protein C-ets-2-like [Amphimedon queenslandica],Amphimedon queenslandica,120,120,19%,2e-27,64.20,451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019852335.1?report=genbank&log$=prottop&blast_rank=63&RID=04R6Y775013"",""XP_019852335.1"")"
PREDICTED: transcriptional regulator ERG homolog [Saccoglossus kowalevskii],Saccoglossus kowalevskii,117,117,18%,2e-27,64.10,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006822774.1?report=genbank&log$=prottop&blast_rank=64&RID=04R6Y775013"",""XP_006822774.1"")"
ETS translocation variant 1-like isoform X1 [Acropora millepora],Acropora millepora,120,120,23%,2e-27,53.85,454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029213859.1?report=genbank&log$=prottop&blast_rank=65&RID=04R6Y775013"",""XP_029213859.1"")"
transcriptional regulator ERG homolog isoform X2 [Branchiostoma floridae],Branchiostoma floridae,116,116,18%,3e-27,62.82,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035690399.1?report=genbank&log$=prottop&blast_rank=66&RID=04R6Y775013"",""XP_035690399.1"")"
PREDICTED: transcriptional regulator ERG-like isoform X2 [Hydra vulgaris],Hydra vulgaris,120,120,18%,3e-27,64.10,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002163608.2?report=genbank&log$=prottop&blast_rank=67&RID=04R6Y775013"",""XP_002163608.2"")"
transcriptional regulator ERG-like [Hydra vulgaris],Hydra vulgaris,120,120,18%,3e-27,64.10,466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001296596.1?report=genbank&log$=prottop&blast_rank=68&RID=04R6Y775013"",""NP_001296596.1"")"
GABPA [Branchiostoma lanceolatum],Branchiostoma lanceolatum,120,120,19%,4e-27,63.75,483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263911.1?report=genbank&log$=prottop&blast_rank=69&RID=04R6Y775013"",""CAH1263911.1"")"
GABPA [Branchiostoma lanceolatum],Branchiostoma lanceolatum,120,120,19%,4e-27,63.75,491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263908.1?report=genbank&log$=prottop&blast_rank=70&RID=04R6Y775013"",""CAH1263908.1"")"
transcription factor Erg [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,4e-27,64.10,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_999833.1?report=genbank&log$=prottop&blast_rank=71&RID=04R6Y775013"",""NP_999833.1"")"
transcriptional regulator Erg-like isoform X5 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,4e-27,64.10,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672843.1?report=genbank&log$=prottop&blast_rank=72&RID=04R6Y775013"",""XP_011672843.1"")"
GABPA [Branchiostoma lanceolatum],Branchiostoma lanceolatum,120,120,19%,4e-27,63.75,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263910.1?report=genbank&log$=prottop&blast_rank=73&RID=04R6Y775013"",""CAH1263910.1"")"
GABPA [Branchiostoma lanceolatum],Branchiostoma lanceolatum,119,119,19%,5e-27,63.75,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAH1263909.1?report=genbank&log$=prottop&blast_rank=74&RID=04R6Y775013"",""CAH1263909.1"")"
transcriptional regulator Erg-like isoform X2 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,6e-27,64.10,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834089.1?report=genbank&log$=prottop&blast_rank=75&RID=04R6Y775013"",""XP_030834089.1"")"
PREDICTED: transcriptional regulator Erg-like isoform X1 [Hydra vulgaris],Hydra vulgaris,119,119,18%,6e-27,64.10,503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012563171.1?report=genbank&log$=prottop&blast_rank=76&RID=04R6Y775013"",""XP_012563171.1"")"
ETS transcription factor [Saccoglossus kowalevskii],Saccoglossus kowalevskii,119,119,18%,6e-27,65.38,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001161529.1?report=genbank&log$=prottop&blast_rank=77&RID=04R6Y775013"",""NP_001161529.1"")"
ETS domain-containing protein [Caenorhabditis elegans],Caenorhabditis elegans,117,117,18%,6e-27,62.82,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001022326.1?report=genbank&log$=prottop&blast_rank=78&RID=04R6Y775013"",""NP_001022326.1"")"
GA-binding protein alpha chain-like isoform X3 [Branchiostoma floridae],Branchiostoma floridae,119,119,19%,6e-27,63.75,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035668525.1?report=genbank&log$=prottop&blast_rank=79&RID=04R6Y775013"",""XP_035668525.1"")"
GA-binding protein alpha chain-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,119,119,19%,7e-27,63.75,493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035668516.1?report=genbank&log$=prottop&blast_rank=80&RID=04R6Y775013"",""XP_035668516.1"")"
transcriptional regulator Erg-like isoform X6 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,7e-27,64.10,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_011672836.1?report=genbank&log$=prottop&blast_rank=81&RID=04R6Y775013"",""XP_011672836.1"")"
GA-binding protein alpha chain-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,119,119,19%,7e-27,63.75,494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035668507.1?report=genbank&log$=prottop&blast_rank=82&RID=04R6Y775013"",""XP_035668507.1"")"
transcriptional regulator Erg-like isoform X1 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,8e-27,64.10,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834088.1?report=genbank&log$=prottop&blast_rank=83&RID=04R6Y775013"",""XP_030834088.1"")"
PREDICTED: transcriptional regulator ERG homolog [Priapulus caudatus],Priapulus caudatus,113,113,18%,9e-27,62.82,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014673650.1?report=genbank&log$=prottop&blast_rank=84&RID=04R6Y775013"",""XP_014673650.1"")"
Friend leukemia integration 1 transcription factor-like isoform X3 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,120,120,18%,9e-27,64.10,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834090.1?report=genbank&log$=prottop&blast_rank=85&RID=04R6Y775013"",""XP_030834090.1"")"
transcriptional regulator Erg-like isoform X4 [Strongylocentrotus purpuratus],Strongylocentrotus purpuratus,119,119,18%,1e-26,64.10,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030834091.1?report=genbank&log$=prottop&blast_rank=86&RID=04R6Y775013"",""XP_030834091.1"")"
ga-binding protein alpha subunit [Saccoglossus kowalevskii],Saccoglossus kowalevskii,118,118,19%,1e-26,62.50,447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ALR88552.1?report=genbank&log$=prottop&blast_rank=87&RID=04R6Y775013"",""ALR88552.1"")"
PREDICTED: ets-related protein isoform X1 [Saccoglossus kowalevskii],Saccoglossus kowalevskii,118,118,20%,1e-26,59.04,469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006813102.1?report=genbank&log$=prottop&blast_rank=88&RID=04R6Y775013"",""XP_006813102.1"")"
transcriptional regulator Erg-like isoform X5 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,2e-26,62.82,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677202.1?report=genbank&log$=prottop&blast_rank=89&RID=04R6Y775013"",""XP_035677202.1"")"
transcriptional regulator Erg-like isoform X4 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,2e-26,62.82,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677187.1?report=genbank&log$=prottop&blast_rank=90&RID=04R6Y775013"",""XP_035677187.1"")"
ets-related protein [Saccoglossus kowalevskii],Saccoglossus kowalevskii,118,118,20%,2e-26,59.04,472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NP_001158482.1?report=genbank&log$=prottop&blast_rank=91&RID=04R6Y775013"",""NP_001158482.1"")"
transcriptional regulator Erg-like isoform X2 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,2e-26,62.82,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677172.1?report=genbank&log$=prottop&blast_rank=92&RID=04R6Y775013"",""XP_035677172.1"")"
transcriptional regulator Erg-like isoform X1 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,2e-26,62.82,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677164.1?report=genbank&log$=prottop&blast_rank=93&RID=04R6Y775013"",""XP_035677164.1"")"
transcriptional regulator Erg-like isoform X8 [Branchiostoma floridae],Branchiostoma floridae,118,118,18%,2e-26,62.82,488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035677224.1?report=genbank&log$=prottop&blast_rank=94&RID=04R6Y775013"",""XP_035677224.1"")"
